fragments,num_positions,filled,cluster
[100He][Si]([100He])(C#CCNC(C)(C)C)C(C)(C)C,2,CC(C)(C)NCC#C[SiH2]C(C)(C)C,1
[100He][Si](O[Si](C)(C)CC)(O[Si](C)(C)O[Si](C)(O[SiH](C)C)O[Si](C)(C)CC)[SiH](C)C,1,CC[Si](C)(C)O[SiH](O[Si](C)(C)O[Si](C)(O[SiH](C)C)O[Si](C)(C)CC)[SiH](C)C,1
[100He]O[Si]([101He])(C)C,2,C[SiH](C)O,1
[100He]CC[Si](C)(C)O[Si](C)(C)C,1,CC[Si](C)(C)O[Si](C)(C)C,1
[100He]OC[Si]([101He])(C)C,2,C[SiH](C)CO,1
[100He]C=C[Si](C)(C)OC,1,C=C[Si](C)(C)OC,1
[100He][Si](C)(CC)OC(C)COC,1,CC[SiH](C)OC(C)COC,1
[100He][Si](C)(C(C)(C)C)C(C)(C)C,1,C[SiH](C(C)(C)C)C(C)(C)C,1
[100He]CCCCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,1,CCCCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,1
[100He][Si](C)(C)C,1,C[SiH](C)C,1
[100He]CCO[Si](C)(C)C,1,CCO[Si](C)(C)C,1
[100He]C=C[Si](C)(C)O[Si](C)(C)C=C[100He],2,C=C[Si](C)(C)O[Si](C)(C)C=C,1
[100He][Si](C[Si](C)(C)CC)(O[Si](C)(C)CC)O[Si]([100He])(O[Si](C)(C)CC)O[Si](C)(C)CC,2,CC[Si](C)(C)C[SiH](O[SiH](O[Si](C)(C)CC)O[Si](C)(C)CC)O[Si](C)(C)CC,1
[100He][Si](C)(C)OC,1,CO[SiH](C)C,1
[100He][Si]([101He])([101He])C,3,C[SiH3],1
[100He][Si](C)(C)C(C)(C)C,1,C[SiH](C)C(C)(C)C,1
[100He][Si](O[Si](C)(C)C)(O[Si](C)(C)CC)O[Si](C)(C)O[Si](C)(O[SiH](C)C)O[Si](C)(C)CC,1,CC[Si](C)(C)O[SiH](O[Si](C)(C)C)O[Si](C)(C)O[Si](C)(O[SiH](C)C)O[Si](C)(C)CC,1
[100He][Si]([100He])([100He])C#C[101He],4,C#C[SiH3],1
[100He]CC#C[Si](C)(C)C,1,CC#C[Si](C)(C)C,1
[100He]CO[Si](OCC)(OCC)OCC,1,CCO[Si](OC)(OCC)OCC,1
[100He][Si](O[Si](C)(C)CC)(O[Si](C)(C)CC)O[Si]([100He])(O[Si](C)(C)CC)O[Si](C)(C)CC,2,CC[Si](C)(C)O[SiH](O[SiH](O[Si](C)(C)CC)O[Si](C)(C)CC)O[Si](C)(C)CC,1
[100He]CCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,1,CCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,1
[100He][Si]([100He])(C)C(C)(C)C,2,C[SiH2]C(C)(C)C,1
[100He][Si](C)(C)C(C)=CC,1,CC=C(C)[SiH](C)C,1
[100He]CCC[Si]([101He])(C)C,2,CCC[SiH](C)C,1
[100He]C#C[Si]([101He])(C)C,2,C#C[SiH](C)C,1
[100He]COCC[Si](C)(C)C,1,COCC[Si](C)(C)C,1
[100He]C[Si](C)(C)C,1,C[Si](C)(C)C,1
[100He][Si]([100He])([101He])C(C)(C)C,3,CC(C)(C)[SiH3],1
