smiles,homo,gap,lumo
Cc1ccc(C)c(-c2ccc(-c3ccncc3)cc2)c1,-8.4347674467186,4.96,0.133335786745
Cc1cc(C)c(C2C(=O)CC(Cc3cc(C(C)F)ccn3)C2=O)c(C)c1,-8.5500348737904,4.18,0.5136693155888501
C#Cc1cnc(Nc2cc(NC3CC4CCC(C3)N4C)c(CC(=O)CN(C)C)cn2)cn1,-7.806238874833701,4.127,0.29799187768255
Cc1ccc(C(c2ccc(C)cc2)(C(F)(F)F)C(F)(F)F)cc1,-9.0413092194831,5.321,1.078115075681
CCc1ccc(Oc2nc(F)c(F)c(C)c2F)cc1C1=C(O)C(C)(C)OC(C)(C)C1=O,-8.6771120419739,4.074,0.31083565142615
Cc1c(C=CC=CC=CC=CC=C2C(=O)c3c(ccc(Br)c3Cl)C2=C(C#N)C#N)ccc2c1oc1c2ccc2c3ccc4c5ccc(C=CC=CC=CC=CC=C6C(=O)c7c(ccc(Br)c7Cl)C6=C(C#N)C#N)c(C)c5oc4c3c3nonc3c21,-7.6050923165441,2.434,-2.4011870395821
Oc1ccccc1,-8.570035241802149,5.248,1.50802774808595
C1=CNCC1,-7.63265744959975,5.676,2.5947688328278
c1ccc(-c2ccncc2)cc1,-9.023730664740802,5.048,0.26876685013885
O=Cc1ccc(OBO)s1,-8.85902015103315,4.01,-0.2794609244635
c1ccc2cc(-n3c4ccccc4c4c5cccc6c7cccc8c9c(cc(c(cc43)c65)c78)oc3ccccc39)ccc2c1,-6.8375135670537,2.966,-0.9258945877113
O=C(O)c1cc(O)nc(O)c1,-8.902640001268301,4.493,-0.2432153595769
Cc1sc(C)c2c1CCO2,-7.81410296511315,5.236,1.5453345569895
C1=CC2=C(C1)Cc1cc3c(cc12)CC1=C3C=CC1,-7.095940090873549,4.241,0.76635423716315
c1cc2cscc2s1,-7.982949609348401,4.759,0.59671846276145
CC(=S)OCCCO,-8.44513498442265,3.226,0.59165714514215
Cc1ccc(C2=c3ccc4c5c(ccc4c3OC2=O)=C(c2ccc(C)cc2)C(=O)O5)cc1,-7.2072618671130995,2.378,-2.7115600974624
CCCCCCc1ccc2c(c1)C(C)(C)c1cc(N(c3ccc(Br)cc3)c3ccc(Br)cc3)ccc1-2,-7.3036990157303,4.118,0.38517715538275
CCCCCCc1cccc(Br)c1,-8.956436909512151,5.28,1.23237641752945
CN(Cc1cccc(F)c1)C(=O)c1cc2c(C(=O)NCC34CC5CC(CC(C5)C3)C4)cccn2n1,-8.517707748351,4.324,-0.2308613907642
CC(C)(C)c1ccc2c(-c3cc4ccc5ccccc5c4c4ccccc34)c3cc(C(C)(C)C)ccc3c(-c3cc4ccc5ccccc5c4c4ccccc34)c2c1,-7.147886624934001,3.471,-0.32797882400765
CCCCCC(=O)OCC1OC1CC,-10.2903662160482,5.897,2.12523638379005
CC[C@H](NC(=O)c1c(C)n(-c2ccsc2)c(=O)c2ccccc12)c1ccccc1,-8.0497807710312,4.431,0.444089804016
Cn1cc(Cc2cncnc2)c(=O)nc1CCc1ccc(Oc2ccc(F)cc2)cc1,-8.54978997132495,4.627,0.5501053601708
Cc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)n(C)c2c1oc1c2cnc2c3ncc4c(oc5c(C)c(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)n(C)c54)c3c(F)c(F)c21,-7.979276072366651,2.573,-2.2861917263608
